Entry,localization,annotation_grade
P12277,nucleoplasm,annotations_grade_3
P12277,cytoplasmic,annotations_grade_3
Q7Z460,centrosome,annotations_grade_3
Q7Z460,cytoskeleton,annotations_grade_3
O75122,cytoskeleton,annotations_grade_3
O75122,golgi,annotations_grade_3
P51798,vesicles,annotations_grade_3
Q14677,vesicles,annotations_grade_3
P30622,cytoplasmic,annotations_grade_3
P30622,cytoskeleton,annotations_grade_3
P49760,nuclear_punctae,annotations_grade_3
P49761,nucleoplasm,annotations_grade_3
P49761,chromatin,annotations_grade_3
P54105,nucleoplasm,annotations_grade_3
P54105,cytoplasmic,annotations_grade_3
O96005,er,annotations_grade_3
P09496,vesicles,annotations_grade_3
P09497,vesicles,annotations_grade_3
Q00610,vesicles,annotations_grade_3
P62633,nucleoplasm,annotations_grade_3
P62633,cytoplasmic,annotations_grade_3
Q99439,cytoskeleton,annotations_grade_3
P38432,nuclear_punctae,annotations_grade_3
Q8N668,vesicles,annotations_grade_3
Q86X83,vesicles,annotations_grade_3
Q9H0A8,vesicles,annotations_grade_3
Q7Z4G1,vesicles,annotations_grade_3
P53621,golgi,annotations_grade_3
P53621,vesicles,annotations_grade_3
P35606,golgi,annotations_grade_3
O14579,golgi,annotations_grade_3
O14579,vesicles,annotations_grade_3
Q9Y678,golgi,annotations_grade_3
Q9UBF2,golgi,annotations_grade_3
P61923,golgi,annotations_grade_3
P61923,vesicles,annotations_grade_3
Q9BR76,membrane,annotations_grade_3
Q9ULV4,membrane,annotations_grade_3
Q9ULV4,vesicles,annotations_grade_3
Q16630,nucleoplasm,annotations_grade_3
P41240,cytoplasmic,annotations_grade_3
P48729,centrosome,annotations_grade_3
P48729,cytoplasmic,annotations_grade_3
P48729,nucleoplasm,annotations_grade_3
P48730,centrosome,annotations_grade_3
P49674,centrosome,annotations_grade_3
Q9Y6M4,membrane,annotations_grade_3
Q9Y6M4,cytoplasmic,annotations_grade_3
P68400,cytoplasmic,annotations_grade_3
P68400,nuclear_punctae,annotations_grade_3
P68400,big_aggregates,annotations_grade_3
P68400,nucleoplasm,annotations_grade_3
P19784,nuclear_punctae,annotations_grade_3
P19784,cytoplasmic,annotations_grade_3
P19784,big_aggregates,annotations_grade_3
P19784,nucleoplasm,annotations_grade_3
P67870,nuclear_punctae,annotations_grade_3
P67870,nucleoplasm,annotations_grade_3
Q13363,nucleoplasm,annotations_grade_3
P56545,nucleoplasm,annotations_grade_3
P49711,nucleoplasm,annotations_grade_3
P35222,membrane,annotations_grade_3
Q8WYA6,chromatin,annotations_grade_3
P17812,cytoplasmic,annotations_grade_3
Q14247,cell_contact,annotations_grade_3
Q14247,big_aggregates,annotations_grade_3
Q14247,membrane,annotations_grade_3
Q9NTM9,nucleoplasm,annotations_grade_3
P00387,er,annotations_grade_3
Q16850,er,annotations_grade_3
Q9NWV4,cytoplasmic,annotations_grade_3
Q9NWV4,nucleoplasm,annotations_grade_3
P61803,er,annotations_grade_3
O43293,membrane,annotations_grade_3
O43293,cytoskeleton,annotations_grade_3
O43293,centrosome,annotations_grade_3
Q9H9R9,cytoplasmic,annotations_grade_3
Q9UJU6,vesicles,annotations_grade_3
Q9NPI6,vesicles,annotations_grade_3
Q8IZD4,vesicles,annotations_grade_3
Q8IU60,vesicles,annotations_grade_3
Q13561,centrosome,annotations_grade_3
Q13561,cytoplasmic,annotations_grade_3
Q16531,nucleoplasm,annotations_grade_3
P39656,er,annotations_grade_3
Q9NR30,nucleolus_gc,annotations_grade_3
Q13838,chromatin,annotations_grade_3
Q9H0S4,nucleolus_gc,annotations_grade_3
P17844,nucleoplasm,annotations_grade_3
P17844,chromatin,annotations_grade_3
Q9NY93,nucleolus_gc,annotations_grade_3
P26196,big_aggregates,annotations_grade_3
O15121,er,annotations_grade_3
O15121,vesicles,annotations_grade_3
Q8WUY9,membrane,annotations_grade_3
Q15392,vesicles,annotations_grade_3
Q8IY37,nucleolus_gc,annotations_grade_3
Q08211,chromatin,annotations_grade_3
O60610,cytoplasmic,annotations_grade_3
O60832,nucleolus_fc_dfc,annotations_grade_3
P31689,nucleoplasm,annotations_grade_3
P31689,cytoplasmic,annotations_grade_3
O60884,nucleoplasm,annotations_grade_3
O60884,cytoplasmic,annotations_grade_3
P25685,nucleoplasm,annotations_grade_3
P25686,big_aggregates,annotations_grade_3
Q9UDY4,cytoplasmic,annotations_grade_3
Q9UDY4,nucleoplasm,annotations_grade_3
O75190,nucleoplasm,annotations_grade_3
O75190,nuclear_punctae,annotations_grade_3
O75190,cytoplasmic,annotations_grade_3
Q9NVH1,mitochondria,annotations_grade_3
O75165,vesicles,annotations_grade_3
Q9NVM6,nucleoplasm,annotations_grade_3
Q9H819,er,annotations_grade_3
Q99543,cytoplasmic,annotations_grade_3
Q6P3W2,cytoplasmic,annotations_grade_3
Q9H3Z4,cytoplasmic,annotations_grade_3
Q9H3Z4,vesicles,annotations_grade_3
Q99615,cytoplasmic,annotations_grade_3
Q99615,nucleoplasm,annotations_grade_3
O75937,nucleoplasm,annotations_grade_3
Q8WXX5,nucleoplasm,annotations_grade_3
Q05193,cytoplasmic,annotations_grade_3
O00429,vesicles,annotations_grade_3
P50570,membrane,annotations_grade_3
P50570,cytoplasmic,annotations_grade_3
Q9H147,nucleoplasm,annotations_grade_3
Q5JSL3,cytoplasmic,annotations_grade_3
Q96N67,membrane,annotations_grade_3
Q96N67,cytoplasmic,annotations_grade_3
Q9BQC3,cytoplasmic,annotations_grade_3
Q9BQC3,nucleoplasm,annotations_grade_3
Q9Y295,cytoplasmic,annotations_grade_3
Q14204,centrosome,annotations_grade_3
Q14204,cytoplasmic,annotations_grade_3
Q13409,cytoplasmic,annotations_grade_3
Q13409,cytoskeleton,annotations_grade_3
Q9Y6G9,cytoplasmic,annotations_grade_3
O43237,cytoplasmic,annotations_grade_3
Q8TCX1,cytoplasmic,annotations_grade_3
Q8TCX1,centrosome,annotations_grade_3
P63167,nuclear_punctae,annotations_grade_3
P63167,nucleoplasm,annotations_grade_3
Q96FJ2,centrosome,annotations_grade_3
Q96FJ2,nuclear_punctae,annotations_grade_3
Q99848,nucleolus_gc,annotations_grade_3
Q15125,vesicles,annotations_grade_3
Q5VYK3,cytoplasmic,annotations_grade_3
Q9H8V3,cytoplasmic,annotations_grade_3
Q96F86,cytoplasmic,annotations_grade_3
Q96F86,vesicles,annotations_grade_3
Q6P2E9,vesicles,annotations_grade_3
O60869,nucleolus_gc,annotations_grade_3
O60869,cytoplasmic,annotations_grade_3
Q15075,vesicles,annotations_grade_3
P26641,cytoplasmic,annotations_grade_3
Q15029,chromatin,annotations_grade_3
P19525,cytoplasmic,annotations_grade_3
P41091,cytoplasmic,annotations_grade_3
P55884,cytoplasmic,annotations_grade_3
P60228,cytoplasmic,annotations_grade_3
O75821,cytoplasmic,annotations_grade_3
Q13347,cytoplasmic,annotations_grade_3
Q9UBQ5,cytoplasmic,annotations_grade_3
Q7L2H7,cytoplasmic,annotations_grade_3
P60842,cytoplasmic,annotations_grade_3
P38919,chromatin,annotations_grade_3
P38919,nucleoplasm,annotations_grade_3
P55010,cytoplasmic,annotations_grade_3
Q9BW60,vesicles,annotations_grade_3
Q9NYP7,vesicles,annotations_grade_3
Q9H5J4,vesicles,annotations_grade_3
Q8N766,er,annotations_grade_3
Q5UCC4,er,annotations_grade_3
Q15006,er,annotations_grade_3
Q9P0I2,er,annotations_grade_3
Q5J8M3,er,annotations_grade_3
Q9NPA0,er,annotations_grade_3
O43402,er,annotations_grade_3
Q9Y3B6,er,annotations_grade_3
Q92979,nucleolus_gc,annotations_grade_3
P06733,cytoplasmic,annotations_grade_3
P06733,nucleoplasm,annotations_grade_3
Q9NPA8,nucleoplasm,annotations_grade_3
Q9NPA8,nuclear_punctae,annotations_grade_3
Q9NPA8,nuclear_membrane,annotations_grade_3
Q9Y6I3,membrane,annotations_grade_3
Q9Y6I3,cytoplasmic,annotations_grade_3
O95208,cytoplasmic,annotations_grade_3
P42566,membrane,annotations_grade_3
P42566,cell_contact,annotations_grade_3
Q9UKR5,vesicles,annotations_grade_3
O43414,cytoplasmic,annotations_grade_3
O43414,nucleoplasm,annotations_grade_3
P10768,cytoplasmic,annotations_grade_3
P10768,nucleoplasm,annotations_grade_3
Q9BSJ8,membrane,annotations_grade_3
Q9BSJ8,er,annotations_grade_3
Q01844,nuclear_punctae,annotations_grade_3
Q01844,nucleoplasm,annotations_grade_3
P15311,membrane,annotations_grade_3
Q6P1L5,centrosome,annotations_grade_3
Q6P1L5,nucleoplasm,annotations_grade_3
Q6P1L5,cytoplasmic,annotations_grade_3
Q9NZB2,cytoplasmic,annotations_grade_3
Q9BVV8,golgi,annotations_grade_3
Q9BVV8,vesicles,annotations_grade_3
Q14320,nucleoplasm,annotations_grade_3
Q9Y247,nucleoplasm,annotations_grade_3
O15360,nucleoplasm,annotations_grade_3
O15360,cytoplasmic,annotations_grade_3
Q9Y4F1,membrane,annotations_grade_3
P49327,cytoplasmic,annotations_grade_3
P62861,cytoplasmic,annotations_grade_3
P22087,nucleolus_fc_dfc,annotations_grade_3
O94868,cytoplasmic,annotations_grade_3
P14324,nucleoplasm,annotations_grade_3
P14324,cytoplasmic,annotations_grade_3
Q13451,nucleoplasm,annotations_grade_3
Q14318,mitochondria,annotations_grade_3
Q96RU3,cell_contact,annotations_grade_3
Q96RU3,membrane,annotations_grade_3
Q5T0N5,cell_contact,annotations_grade_3
Q5T0N5,cytoplasmic,annotations_grade_3
Q5T0N5,membrane,annotations_grade_3
P02794,vesicles,annotations_grade_3
P51114,cytoplasmic,annotations_grade_3
P51116,cytoplasmic,annotations_grade_3
P06241,membrane,annotations_grade_3
Q13283,nucleoplasm,annotations_grade_3
Q13283,cytoplasmic,annotations_grade_3
Q9UN86,cytoplasmic,annotations_grade_3
P11413,cytoplasmic,annotations_grade_3
P11413,vesicles,annotations_grade_3
O14976,vesicles,annotations_grade_3
P04406,cytoplasmic,annotations_grade_3
Q9NY12,nucleolus_fc_dfc,annotations_grade_3
Q8WUU5,nucleoplasm,annotations_grade_3
Q92538,golgi,annotations_grade_3
P31150,cytoplasmic,annotations_grade_3
P50395,cytoplasmic,annotations_grade_3
Q7L5D6,nucleoplasm,annotations_grade_3
Q7L5D6,cytoplasmic,annotations_grade_3
O95749,cytoplasmic,annotations_grade_3
P17302,cell_contact,annotations_grade_3
P15104,cytoplasmic,annotations_grade_3
P62873,membrane,annotations_grade_3
P62873,vesicles,annotations_grade_3
Q13823,nucleolus_gc,annotations_grade_3
Q9BVP2,nucleolus_gc,annotations_grade_3
Q08379,golgi,annotations_grade_3
Q7Z5G4,membrane,annotations_grade_3
Q7Z5G4,vesicles,annotations_grade_3
Q9Y3E0,golgi,annotations_grade_3
Q9H8Y8,golgi,annotations_grade_3
O95249,vesicles,annotations_grade_3
O14653,vesicles,annotations_grade_3
Q53EU6,er,annotations_grade_3
Q86UL3,er,annotations_grade_3
Q5VW38,golgi,annotations_grade_3
Q5VW38,vesicles,annotations_grade_3
P62993,cytoplasmic,annotations_grade_3
P62993,nucleoplasm,annotations_grade_3
P25098,cytoplasmic,annotations_grade_3
P49840,cytoplasmic,annotations_grade_3
P49841,cytoplasmic,annotations_grade_3
P15170,cytoplasmic,annotations_grade_3
P09211,nucleoplasm,annotations_grade_3
P09211,cytoplasmic,annotations_grade_3
P35269,nucleolus_gc,annotations_grade_3
P35269,nucleoplasm,annotations_grade_3
Q9BZE4,nucleolus_gc,annotations_grade_3
P46976,cytoplasmic,annotations_grade_3
O15488,cytoplasmic,annotations_grade_3
P13807,cytoplasmic,annotations_grade_3
P07305,nucleoplasm,annotations_grade_3
P0C0S5,chromatin,annotations_grade_3
Q16778,chromatin,annotations_grade_3
Q13547,nucleoplasm,annotations_grade_3
Q92769,nucleoplasm,annotations_grade_3
O15379,nucleoplasm,annotations_grade_3
Q7Z4Q2,nucleoplasm,annotations_grade_3
O14964,cytoplasmic,annotations_grade_3
O14964,vesicles,annotations_grade_3
O00291,cytoplasmic,annotations_grade_3
P04439,membrane,annotations_grade_3
P04439,vesicles,annotations_grade_3
P17096,nucleoplasm,annotations_grade_3
P17096,chromatin,annotations_grade_3
P26583,nucleoplasm,annotations_grade_3
Q01581,nucleoplasm,annotations_grade_3
Q01581,cytoplasmic,annotations_grade_3
P05204,chromatin,annotations_grade_3
P82970,chromatin,annotations_grade_3
P82970,nucleoplasm,annotations_grade_3
Q13151,nucleoplasm,annotations_grade_3
P07910,nucleoplasm,annotations_grade_3
Q14103,nucleoplasm,annotations_grade_3
P31943,chromatin,annotations_grade_3
P14866,nucleoplasm,annotations_grade_3
Q00839,nucleoplasm,annotations_grade_3
Q86YM7,cell_contact,annotations_grade_3
Q00613,nucleoplasm,annotations_grade_3
P07900,nucleoplasm,annotations_grade_3
P07900,cytoplasmic,annotations_grade_3
P08238,cytoplasmic,annotations_grade_3
P08238,nucleoplasm,annotations_grade_3
O43301,membrane,annotations_grade_3
Q0VDF9,cytoplasmic,annotations_grade_3
P0DMV9,nucleoplasm,annotations_grade_3
P0DMV9,cytoplasmic,annotations_grade_3
P0DMV9,big_aggregates,annotations_grade_3
P34932,nucleoplasm,annotations_grade_3
O95757,nucleoplasm,annotations_grade_3
O95757,cytoplasmic,annotations_grade_3
P11142,nucleoplasm,annotations_grade_3
P11142,cytoplasmic,annotations_grade_3
P04792,cytoplasmic,annotations_grade_3
Q9NZL4,nucleoplasm,annotations_grade_3
Q9NZL4,cytoplasmic,annotations_grade_3
Q92598,cytoplasmic,annotations_grade_3
O60921,nucleoplasm,annotations_grade_3
Q13907,nucleoplasm,annotations_grade_3
Q13907,cytoplasmic,annotations_grade_3
P08069,membrane,annotations_grade_3
Q9NZI8,big_aggregates,annotations_grade_3
Q9NZI8,cytoplasmic,annotations_grade_3
O00425,cytoplasmic,annotations_grade_3
O14920,cytoplasmic,annotations_grade_3
Q12906,nucleoplasm,annotations_grade_3
Q12906,nucleolus_gc,annotations_grade_3
Q13418,focal_adhesions,annotations_grade_3
Q13418,cytoplasmic,annotations_grade_3
Q9NV31,nucleolus_gc,annotations_grade_3
O14732,nucleoplasm,annotations_grade_3
O14732,cytoplasmic,annotations_grade_3
Q9ULG1,chromatin,annotations_grade_3
Q96PE3,cytoplasmic,annotations_grade_3
Q9NRR6,centrosome,annotations_grade_3
Q9NRR6,vesicles,annotations_grade_3
Q9BT40,er,annotations_grade_3
O15357,cytoplasmic,annotations_grade_3
Q96SY0,nucleoplasm,annotations_grade_3
Q96SY0,nuclear_punctae,annotations_grade_3
Q6P9B9,nuclear_punctae,annotations_grade_3
Q9NV88,nuclear_punctae,annotations_grade_3
Q9UI26,nucleoplasm,annotations_grade_3
Q8TEX9,nucleoplasm,annotations_grade_3
Q8TEX9,cytoplasmic,annotations_grade_3
O00410,cytoplasmic,annotations_grade_3
O00410,nucleoplasm,annotations_grade_3
O95373,cytoplasmic,annotations_grade_3
O15397,nucleoplasm,annotations_grade_3
O15397,cytoplasmic,annotations_grade_3
P51617,cytoplasmic,annotations_grade_3
P53990,cytoplasmic,annotations_grade_3
P53990,vesicles,annotations_grade_3
Q14573,vesicles,annotations_grade_3
Q15811,membrane,annotations_grade_3
Q15811,cell_contact,annotations_grade_3
Q9NZM3,membrane,annotations_grade_3
Q9NZM3,cell_contact,annotations_grade_3
P05412,nucleoplasm,annotations_grade_3
P17275,chromatin,annotations_grade_3
Q06136,er,annotations_grade_3
Q06136,vesicles,annotations_grade_3
Q14145,cytoplasmic,annotations_grade_3
Q14145,vesicles,annotations_grade_3
Q8IZA0,vesicles,annotations_grade_3
Q96AT1,nucleoplasm,annotations_grade_3
P52732,cytoskeleton,annotations_grade_3
P52732,cytoplasmic,annotations_grade_3
O60333,cytoplasmic,annotations_grade_3
O95235,cytoplasmic,annotations_grade_3
Q14807,chromatin,annotations_grade_3
O00139,cytoskeleton,annotations_grade_3
O00139,nucleoplasm,annotations_grade_3
O00139,cytoplasmic,annotations_grade_3
Q99661,nucleoplasm,annotations_grade_3
Q99661,cytoskeleton,annotations_grade_3
Q99661,centrosome,annotations_grade_3
Q99661,nuclear_punctae,annotations_grade_3
Q9Y496,cytoplasmic,annotations_grade_3
O15066,cytoplasmic,annotations_grade_3
O95239,nucleoplasm,annotations_grade_3
P33176,centrosome,annotations_grade_3
P33176,cytoplasmic,annotations_grade_3
Q2M1P5,vesicles,annotations_grade_3
Q2M1P5,centrosome,annotations_grade_3
Q92845,cytoplasmic,annotations_grade_3
Q96EK5,cytoplasmic,annotations_grade_3
Q9BW19,cytoskeleton,annotations_grade_3
Q07866,centrosome,annotations_grade_3
Q07866,cytoplasmic,annotations_grade_3
Q9H0B6,centrosome,annotations_grade_3
Q9H0B6,cytoplasmic,annotations_grade_3
Q9NSK0,cytoplasmic,annotations_grade_3
P52294,nuclear_membrane,annotations_grade_3
P52294,big_aggregates,annotations_grade_3
P52292,nuclear_membrane,annotations_grade_3
P52292,cytoplasmic,annotations_grade_3
O00505,nuclear_membrane,annotations_grade_3
O00505,nucleoplasm,annotations_grade_3
O00505,cytoplasmic,annotations_grade_3
O00629,nuclear_membrane,annotations_grade_3
O00629,big_aggregates,annotations_grade_3
O60684,nuclear_membrane,annotations_grade_3
Q14974,big_aggregates,annotations_grade_3
P01116,membrane,annotations_grade_3
P05783,cytoskeleton,annotations_grade_3
Q8N6L1,er,annotations_grade_3
P11279,vesicles,annotations_grade_3
P13473,vesicles,annotations_grade_3
Q9Y2Q5,vesicles,annotations_grade_3
Q4G0J3,nucleolus_gc,annotations_grade_3
Q4G0J3,nucleoplasm,annotations_grade_3
Q14739,nuclear_membrane,annotations_grade_3
P00338,cytoplasmic,annotations_grade_3
P07195,cytoplasmic,annotations_grade_3
Q8NC56,nuclear_membrane,annotations_grade_3
Q8NC56,big_aggregates,annotations_grade_3
Q9Y2U8,nuclear_membrane,annotations_grade_3
P09382,cytoplasmic,annotations_grade_3
P09382,nucleoplasm,annotations_grade_3
P18858,nuclear_punctae,annotations_grade_3
P18858,nucleoplasm,annotations_grade_3
P53671,cytoplasmic,annotations_grade_3
P49257,vesicles,annotations_grade_3
P02545,nuclear_membrane,annotations_grade_3
P20700,nuclear_membrane,annotations_grade_3
Q9C0E8,vesicles,annotations_grade_3
Q8NF37,er,annotations_grade_3
Q7L5N7,er,annotations_grade_3
Q7L5N7,vesicles,annotations_grade_3
Q8ND56,big_aggregates,annotations_grade_3
Q9BX40,big_aggregates,annotations_grade_3
P48449,vesicles,annotations_grade_3
Q96GA3,cytoplasmic,annotations_grade_3
Q9BRK4,membrane,annotations_grade_3
Q9BRK4,cell_contact,annotations_grade_3
Q9BRK4,centrosome,annotations_grade_3
O60476,vesicles,annotations_grade_3
Q9GZQ8,vesicles,annotations_grade_3
Q9GZQ8,nucleoplasm,annotations_grade_3
Q9GZQ8,cytoplasmic,annotations_grade_3
Q02750,cytoplasmic,annotations_grade_3
P36507,cytoplasmic,annotations_grade_3
P46734,nucleoplasm,annotations_grade_3
P46734,cytoplasmic,annotations_grade_3
O14733,nucleoplasm,annotations_grade_3
O14733,cytoplasmic,annotations_grade_3
O43318,cytoplasmic,annotations_grade_3
P27816,cytoskeleton,annotations_grade_3
O95819,cell_contact,annotations_grade_3
O95819,membrane,annotations_grade_3
P28482,cytoplasmic,annotations_grade_3
Q16539,nucleoplasm,annotations_grade_3
Q16539,cytoplasmic,annotations_grade_3
P27361,cytoplasmic,annotations_grade_3
P45983,cytoplasmic,annotations_grade_3
P45983,nucleoplasm,annotations_grade_3
P45984,cytoplasmic,annotations_grade_3
P45984,nucleoplasm,annotations_grade_3
P49137,cytoplasmic,annotations_grade_3
P49137,nucleoplasm,annotations_grade_3
Q16644,nucleoplasm,annotations_grade_3
Q16644,cytoplasmic,annotations_grade_3
Q15691,centrosome,annotations_grade_3
Q15691,cytoplasmic,annotations_grade_3
Q7KZI7,membrane,annotations_grade_3
Q7KZI7,cytoplasmic,annotations_grade_3
P27448,membrane,annotations_grade_3
P27448,cytoplasmic,annotations_grade_3
Q96L34,centrosome,annotations_grade_3
Q96L34,cytoplasmic,annotations_grade_3
Q6ZWT7,vesicles,annotations_grade_3
Q96N66,er,annotations_grade_3
Q7L590,nucleolus_gc,annotations_grade_3
Q7L590,nucleoplasm,annotations_grade_3
Q9GZU1,vesicles,annotations_grade_3
P40925,cytoplasmic,annotations_grade_3
P40925,nucleoplasm,annotations_grade_3
P51608,chromatin,annotations_grade_3
Q9BTT4,nucleoplasm,annotations_grade_3
Q9BTT4,nuclear_punctae,annotations_grade_3
Q9P086,nucleoplasm,annotations_grade_3
Q9P086,nuclear_punctae,annotations_grade_3
O60244,nucleoplasm,annotations_grade_3
O60244,nuclear_punctae,annotations_grade_3
Q96RN5,nucleoplasm,annotations_grade_3
Q96RN5,nuclear_punctae,annotations_grade_3
Q9NVC6,nucleoplasm,annotations_grade_3
Q9NVC6,nuclear_punctae,annotations_grade_3
Q9BUE0,nucleoplasm,annotations_grade_3
Q9BUE0,nuclear_punctae,annotations_grade_3
A0JLT2,nucleoplasm,annotations_grade_3
A0JLT2,nuclear_punctae,annotations_grade_3
Q9H944,nucleoplasm,annotations_grade_3
Q9H944,nuclear_punctae,annotations_grade_3
Q13503,nucleoplasm,annotations_grade_3
Q13503,nuclear_punctae,annotations_grade_3
Q15528,nucleoplasm,annotations_grade_3
Q15528,nuclear_punctae,annotations_grade_3
O75448,nucleoplasm,annotations_grade_3
O75448,nuclear_punctae,annotations_grade_3
Q71SY5,nucleoplasm,annotations_grade_3
Q71SY5,chromatin,annotations_grade_3
Q6P2C8,nucleoplasm,annotations_grade_3
Q6P2C8,nuclear_punctae,annotations_grade_3
Q9H204,nucleoplasm,annotations_grade_3
Q9H204,nuclear_punctae,annotations_grade_3
Q9NX70,nucleoplasm,annotations_grade_3
Q9NX70,nuclear_punctae,annotations_grade_3
Q9Y3C7,nucleoplasm,annotations_grade_3
Q9Y3C7,nuclear_punctae,annotations_grade_3
Q9NPJ6,nucleoplasm,annotations_grade_3
Q9NPJ6,nuclear_punctae,annotations_grade_3
O75586,nucleoplasm,annotations_grade_3
O75586,nuclear_punctae,annotations_grade_3
Q96G25,nucleoplasm,annotations_grade_3
Q96G25,nuclear_punctae,annotations_grade_3
Q9NWA0,nucleoplasm,annotations_grade_3
Q9NWA0,nuclear_punctae,annotations_grade_3
Q14680,cytoplasmic,annotations_grade_3
P50579,cytoplasmic,annotations_grade_3
Q8IWA4,mitochondria,annotations_grade_3
O95140,mitochondria,annotations_grade_3
O43934,vesicles,annotations_grade_3
Q6NUT3,vesicles,annotations_grade_3
P14174,nucleoplasm,annotations_grade_3
P14174,cytoplasmic,annotations_grade_3
Q8N4C8,cytoplasmic,annotations_grade_3
Q8N4C8,membrane,annotations_grade_3
Q9H081,nuclear_punctae,annotations_grade_3
P46013,nucleolus_gc,annotations_grade_3
Q9BUB5,cytoplasmic,annotations_grade_3
Q9HBH9,cytoplasmic,annotations_grade_3
Q9HBH9,nucleoplasm,annotations_grade_3
Q8N4V1,er,annotations_grade_3
O00566,nucleolus_gc,annotations_grade_3
Q9UKD2,nucleolus_gc,annotations_grade_3
P52701,nuclear_punctae,annotations_grade_3
P52701,chromatin,annotations_grade_3
P52701,nucleoplasm,annotations_grade_3
P26038,cytoplasmic,annotations_grade_3
Q13613,cell_contact,annotations_grade_3
Q13613,cytoplasmic,annotations_grade_3
Q13613,nucleoplasm,annotations_grade_3
Q13614,nucleoplasm,annotations_grade_3
Q13614,cytoplasmic,annotations_grade_3
P42345,cytoplasmic,annotations_grade_3
Q96EY5,cytoplasmic,annotations_grade_3
Q96EY5,vesicles,annotations_grade_3
P53602,cytoplasmic,annotations_grade_3
Q03426,cytoplasmic,annotations_grade_3
Q03426,nucleoplasm,annotations_grade_3
Q9BQG0,nucleolus_gc,annotations_grade_3
P35580,cytoskeleton,annotations_grade_3
P35579,cytoskeleton,annotations_grade_3
P35579,membrane,annotations_grade_3
P19105,cytoskeleton,annotations_grade_3
P19105,cytoplasmic,annotations_grade_3
O14950,cytoskeleton,annotations_grade_3
P60660,cytoskeleton,annotations_grade_3
P14649,cytoplasmic,annotations_grade_3
P14649,cytoskeleton,annotations_grade_3
Q96H55,mitochondria,annotations_grade_3
O43795,membrane,annotations_grade_3
O00159,membrane,annotations_grade_3
Q12965,cytoplasmic,annotations_grade_3
Q9UM54,cytoplasmic,annotations_grade_3
Q9UM54,vesicles,annotations_grade_3
B2RTY4,cytoplasmic,annotations_grade_3
Q13459,cytoplasmic,annotations_grade_3
Q96HR8,nucleoplasm,annotations_grade_3
Q9NR45,nucleoplasm,annotations_grade_3
P54920,golgi,annotations_grade_3
P54920,cytoplasmic,annotations_grade_3
P54920,nucleoplasm,annotations_grade_3
Q99747,cytoplasmic,annotations_grade_3
Q15003,nucleoplasm,annotations_grade_3
Q15003,cytoplasmic,annotations_grade_3
P16333,focal_adhesions,annotations_grade_3
O43639,vesicles,annotations_grade_3
Q9Y2A7,cytoplasmic,annotations_grade_3
Q9Y2A7,membrane,annotations_grade_3
Q9HCH0,centrosome,annotations_grade_3
Q9HCH0,cytoplasmic,annotations_grade_3
P19338,nucleolus_gc,annotations_grade_3
Q969V3,er,annotations_grade_3
Q15788,nucleoplasm,annotations_grade_3
Q8NC96,membrane,annotations_grade_3
Q8NC96,cytoplasmic,annotations_grade_3
Q8NC96,nucleoplasm,annotations_grade_3
Q9NVZ3,nucleoplasm,annotations_grade_3
Q9NVZ3,cytoplasmic,annotations_grade_3
Q8NHV4,centrosome,annotations_grade_3
Q8TD19,cytoplasmic,annotations_grade_3
O60524,cytoplasmic,annotations_grade_3
Q6NW34,nucleolus_gc,annotations_grade_3
Q7Z628,nucleoplasm,annotations_grade_3
P19838,cytoplasmic,annotations_grade_3
Q00653,cytoplasmic,annotations_grade_3
Q9NX24,nucleolus_fc_dfc,annotations_grade_3
Q9BYG3,nucleolus_gc,annotations_grade_3
Q96D46,nucleolus_gc,annotations_grade_3
Q9BSC4,nucleolus_gc,annotations_grade_3
Q9H8H0,nucleolus_gc,annotations_grade_3
Q5C9Z4,nucleolus_gc,annotations_grade_3
Q15233,nucleoplasm,annotations_grade_3
Q9NPE3,nucleolus_fc_dfc,annotations_grade_3
P46087,nucleolus_gc,annotations_grade_3
Q9NZM5,nucleolus_gc,annotations_grade_3
Q9Y2X3,nucleolus_fc_dfc,annotations_grade_3
P06748,nucleolus_gc,annotations_grade_3
O75607,nucleolus_gc,annotations_grade_3
Q9UHY1,cytoplasmic,annotations_grade_3
O95478,nucleolus_gc,annotations_grade_3
Q15738,er,annotations_grade_3
Q9H1E3,chromatin,annotations_grade_3
Q9BZD4,cytoskeleton,annotations_grade_3
Q7Z417,cytoplasmic,annotations_grade_3
Q14980,nucleoplasm,annotations_grade_3
P57740,nuclear_membrane,annotations_grade_3
P49790,nuclear_membrane,annotations_grade_3
O75694,nuclear_membrane,annotations_grade_3
P35658,nuclear_membrane,annotations_grade_3
Q8NFH5,nuclear_membrane,annotations_grade_3
P52948,nuclear_membrane,annotations_grade_3
P61970,nuclear_membrane,annotations_grade_3
O15381,nucleolus_gc,annotations_grade_3
Q9UBU9,nuclear_punctae,annotations_grade_3
Q9UBU9,nuclear_membrane,annotations_grade_3
Q9NPJ8,nuclear_punctae,annotations_grade_3
Q01968,cytoplasmic,annotations_grade_3
Q96D31,membrane,annotations_grade_3
P22059,golgi,annotations_grade_3
P22059,vesicles,annotations_grade_3
Q9BXB4,golgi,annotations_grade_3
Q9BXB4,cytoplasmic,annotations_grade_3
Q9BZF1,er,annotations_grade_3
P0C6T2,er,annotations_grade_3
Q9NRP0,er,annotations_grade_3
O95747,cytoplasmic,annotations_grade_3
Q13310,cytoplasmic,annotations_grade_3
Q9UNF0,cytoplasmic,annotations_grade_3
